id,name,email,contact,address,url,classification,jurisdiction__slug,tags,other_names,website_dump,description,request_note,parent__name
2481,Arbeitsgericht Wesel,poststelle@arbg-wesel.nrw.de,"Arbeitsgericht Wesel
Ritterstr. 1
46483 Wesel
Telefon: 0281 338910
Telefax: 0281 3389144
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Wesel%20%20%20&postzeile1=Arbeitsgericht%20Wesel&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Wesel
Ritterstr. 1
46483 Wesel",http://www.arbg-wesel.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2482,Arbeitsgericht Wuppertal,poststelle@arbg-wuppertal.nrw.de,"Arbeitsgericht Wuppertal
Eiland 2
42103 Wuppertal
Telefon: 0202 25586-0
Telefax: 0202 2558640
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Wuppertal%20%20%20&postzeile1=Arbeitsgericht%20Wuppertal&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Wuppertal
Postfach 20 01 61
42201 Wuppertal",http://www.arbg-wuppertal.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
4352,Arbeitsgruppe Veterinärwesen/Lebensmittelüberwachung Stadtverwaltung Potsdam,veterinaerwesen@rathaus.potsdam.de,"Telefon: +49 331 289-1817
Telefon: +49 331 289-1815
Telefax: +49 331 289-3139","Friedrich-Ebert--Str. 79 - 81, Haus 2
14469 Potsdam
",http://www.potsdam.de/,Veterinäramt,brandenburg,Landwirtschaft,"FB Soziales, Gesundheit und Umwelt",Lebensmittelüberwachung,,,
13592,Arbeitskammer des Saarlandes,horst.backes@arbeitskammer.de,,,http://www.arbeitskammer.de/,Kammer,saarland,,,,,,
5799,Arbeitskammer des Saarlandes (AK),presse@arbeitskammer.de,"Tel.: 06 81 / 40 05-0
Fax: 06 81 / 40 05-4 01","Fritz-Dobisch-Str. 6-8
66111 Saarbrücken",http://www.arbeitskammer.de,Arbeitskammer,saarland,,,,,,
14157,Arbeitsmarktservice im Landkreis Diepholz,jobcenter-lk-diepholz@jobcenter-ge.de,,"Amtshof 3, 28857 Syke",,jobcenter,bund,"""Arbeit und Soziales""",Niedersachsen,Verden,,,Bundesministerium für Arbeit und Soziales
7306,Arbeits- und Datenschutzbeauftragter Altmarkkreis Salzwedel,matthias.baumann@altmarkkreis-salzwedel.de,"Telefon: 03901 840-826, Fax: 03901 25079","Karl-Marx-Straße 32 , 29410 Salzwedel, Hansestadt",http://www.Altmarkkreis-Salzwedel.de,Behörde,sachsen-anhalt,,,,,,
7932,Archäologisches Landesmuseum Baden-Württemberg,info@konstanz.alm-bw.de,"Telefon: 07531-9804-0, Fax: 07531-68452",Benediktinerplatz 578467 Konstanz,http://www.konstanz.alm-bw.de,,baden-wurttemberg,,,,,,
7933,Architektenkammer Baden-Württemberg,info@akbw.de,"Telefon: 0711 / 2 196-135, Fax: 0711 / 2196-121",Danneckerstraße 5470182 Stuttgart,http://www.akbw.de,,baden-wurttemberg,Wirtschaft,,,,,
13422,Architektenkammer Bayern,info@byak.de,,,http://www.byak.de,Kammer,bayern,,,,,,
3800,Architektenkammer Berlin,"kammer@ak-berlin.de
",,,http://www.ak-berlin.de/,Kammer,berlin,,,,,,
13439,Architektenkammer Brandenburg,info@ak-brandenburg.de,,,http://www.ak-brandenburg.de/,Kammer,brandenburg,,,,,,
13454,Architektenkammer Bremen,info@architektenkammer-bremen.de,,,http://www.architektenkammer-bremen.de/,Kammer,bremen,,,,,,
5800,Architektenkammer des Saarlandes (AKS),info@aksaarland.de,"Tel.: 06 81 / 9 54 41-0
Fax: 06 81 / 9 54 41-11","Neumarkt 11
66117 Saarbrücken",http://www.aksaarland.de/,Architektenkammer,saarland,,,,,,
13475,Architektenkammer Hessen,info@akh.de wolfgang haack,,,http://www.AKH.de,Kammer,hessen,,,,,,
13496,Architektenkammer Mecklenburg-Vorpommern,info@ak-mv.de,,,http://www.architektenkammer-mv.de,Kammer,mecklenburg-vorpommern,,,,,,
10015,Architektenkammer Niedersachsen,nfo@aknds.de,,,http://www.aknds.de,Kammer,niedersachsen,,,,,,
13534,Architektenkammer Nordrhein-Westfalen,info@aknw.de,,,http://www.aknw.de,Kammer,nrw,,,,,,
4423,Architektenkammer Rheinland-Pfalz,info@diearchitekten.org,,,http://www.diearchitekten.org,Kammer,rheinland-pfalz,,,,,,
13595,Architektenkammer Sachsen,dresden@aksachsen.org,,,http://www.aksachsen.org,Kammer,sachsen,,,,,,
7311,Architektenkammer Sachsen-Anhalt,info@ak-lsa.de,Telefon: 0391 53611-0,"Fürstenwall 3 , 39104 Magdeburg, Landeshauptstadt",,Behörde,sachsen-anhalt,,,,,,
13607,Architektenkammer Schleswig-Holstein,info@aik-sh.de,,,http://www.aik-sh.de,Kammer,schleswig-holstein,,,,,,
13620,Architektenkammer Thüringen,info@architekten-thueringen.de,,,http://www.architekten-thueringen.de,Kammer,thueringen,,,,,,
5345,Archiv - Großrosseln,gemeinde@grossrosseln.de,"Tel.: +49 68 98 449-119
Fax: +49 68 98 449-30","Postfach 11 62
66347 Großrosseln",http://www.grossrosseln.de,,saarland,,,,,,
5676,Archiv - St. Ingbert,info@st-ingbert.de,"Tel.: +49 68 94 13 0
Fax: +49 68 94 13 2 40","Postfach 19 60
66369 St. Ingbert",http://www.sanktingbert.de,,saarland,,,,,,
5278,ARD ZDF Deutschlandradio Beitragsservice,service@rundfunkbeitrag.de,"Tel.: 0221/ 50 61-0 (Zentrale)
Service-Fax: 018 59995 0105
(6,5 Cent/Min)*","Freimersdorfer Weg 6
50829 Köln
",http://www.gez.de/,,bund,,,,,"Der Beitragsservice reagiert grundsätzlich nicht mehr auf E-Mails, sondern nur noch auf Nachrichten, die über das [Online-Kontaktformular](https://www.rundfunkbeitrag.de/kontakt/index_ger.html) gestellt werden.",
7312,Arneburg Goldbeck - Allgemeine Verwaltung/ Schulen,braunert@arneburg-goldbeck.de,Fax: 039388 97132,"An der Zuckerfabrik 1 , 39596 Goldbeck",http://www.arneburg-goldbeck.de,Behörde,sachsen-anhalt,,,,,,
36,Artillerieschule des Heeres,arts@bundeswehr.org,"Am Rilchenberg 30
Gebäude: Rilchenbergkaserne
55743 Idar-Oberstein, Rheinland-Pfalz
Deutschland
Telefon: 
+49 6781 51-1030
Fax: 
+49 6781 51-1555
arts@bundeswehr.org","Hauptadresse
Am Rilchenberg 30
Gebäude: Rilchenbergkaserne
55743 Idar-Oberstein, Rheinland-Pfalz
Deutschland
Telefon: 
+49 6781 51-1030
Fax: 
+49 6781 51-1555
arts@bundeswehr.org",http://www.deutschesheer.de/,Andere,bund,Verteidigung,,"Artillerieschule des Heeres, Bundeswehr",,,
13600,Ärztekammer Ärztekammer Sachsen-Anhalt,info@aeksa.de,,,http://www.aeksa.de/homepage/index.html,Kammer,sachsen-anhalt,,,,,,
13404,Ärztekammer Baden-Württemberg,info@laek-bw.de,,,http://www.aerztekammer-bw.de/,Kammer,baden-wurttemberg,,,,,,
13423,Ärztekammer Bayern,info@blaek.de,,,http://www.blaek.de/,Kammer,bayern,,,,,,
3801,Ärztekammer Berlin,"kammer@aekb.de
",,,http://www.aerztekammer-berlin.de/,Kammer,berlin,,,,,,
13440,Ärztekammer Brandenburg,post@laekb.de,,,http://www.laekb.de/homepage/index.html,Kammer,brandenburg,,,,,,
13455,Ärztekammer Bremen,info@aekhb.de,,,https://www.aekhb.de/,Kammer,bremen,,,,,,
5801,Ärztekammer des Saarlandes,info-aeks@aeksaar.de,"Tel.: (06 81) 40 03-0
Fax: (06 81) 40 03-3 40","Faktoreistraße 4
66111 Saarbrücken",http://www.aerztekammer-saarland.de/,Ärztekammer,saarland,,,,,,
4021,Ärztekammer Hamburg,post@aekhh.de,,,http://aekhh.de/,Ärztekammer,hamburg,Gesundheit,,,,,
13476,Ärztekammer Hessen,info@laekh.de,,,http://www.laekh.de/,Kammer,hessen,,,,,,
13497,Ärztekammer Mecklenburg-Vorpommern,info@aek-mv.de,,,http://www.aek-mv.de/,Kammer,mecklenburg-vorpommern,,,,,,
10016,Ärztekammer Niedersachsen,info@aekn.de,"Telefon: 0511 380-02, Fax: 0511 380-2240","Berliner Allee 20, 30175 Hannover",https://www.aekn.de,,niedersachsen,Wirtschaft,,,,,
13535,Ärztekammer Nordrhein,aerztekammer@aekno.de,,,http://www.aekno.de/,Kammer,nrw,,,,,,
13583,Ärztekammer Rheinland-Pfalz,kammer@laek-rlp.de,,,http://www.laek-rlp.de,Kammer,rheinland-pfalz,,,,,,
13608,Ärztekammer Schleswig-Holstein,info@aeksh.org,,,http://www.aeksh.de/,Kammer,schleswig-holstein,,,,,,
13621,Ärztekammer Thüringen,info@laek-thueringen.de,,,http://www.laek-thueringen.de/wcms/DocsID/index.html,Kammer,thueringen,,,,,,
13536,Ärztekammer Westfalen-Lippe,posteingang@aekwl.de,,,http://www.aekwl.de/,Kammer,nrw,,,,,,
3981,Asklepios Kliniken Verwaltungsgesellschaft GmbH,zentrale@asklepios.com,"Tel.: (0 40) 18 18-82 66 98
Fax: (0 40) 18 18-82 67 99","Rübenkamp 226
22307 Hamburg",http://www.asklepios.com/,GmbH,hamburg,Gesundheit,,,,Nur auskunftspflichtig in Bezug auf öffentliche Aufgaben.,
12931,AStA am Karlsruher Institut für Technologie,info@asta-kit.de,"Tel. 0721/608-48460, Fax 0721/608-48470","Adenauerring 7, 76131 Karlsruhe",http://www.asta-kit.de/,AStA,baden-wurttemberg,,,,,,
12974,AStA der Bergischen Universität Wuppertal,asta@asta.uni-wuppertal.de,0202 / 24258 00,"Gaußstr. 20, 42119 Wuppertal",http://www.asta-wuppertal.de/,AStA,nrw,,,,,,
12958,AStA der Carl von Ossietzky Universität Oldenburg,vorstand@asta-oldenburg.de,"Tel. +49 (441)/798-2573, Fax +49 (441)/798-3164","Uhlhornsweg 49–55, 26111 Oldenburg",http://asta-oldenburg.de/,AStA,niedersachsen,,,,,,
12916,AStA der Christian-Albrechts-Universität zu Kiel,info@asta.uni-kiel.de,"Tel.: 0431 - 880 2647
Fax: 0431 - 880 1721
E-Mail: info@asta.uni-kiel.de","AStA der Universität Kiel
Westring 385
24118 Kiel
",http://www.asta.uni-kiel.de/,AStA,schleswig-holstein,"""Bildung und Forschung""","AStA der Christian-Albrechts-Universität zu Kiel
AStA der CAU
AStA Uni Kiel
",,,,
12922,AStA der Dualen Hochschule Baden-Württemberg,asta@dhbw.de,"Tel. 0711 / 320 660-42, Fax 0711 / 320 660-66","Friedrichstraße 14, 70174 Stuttgart",http://asta.dhbw.de/,AStA,baden-wurttemberg,,,,,,
12941,AStA der Europa-Universität Viadrina Frankfurt (Oder),asta@europa-uni.de,"Tel. 0335 5657 434, Fax 0335 5657 437","Große Scharrnstraße 17a , 15230 Frankfurt (Oder)",http://www.asta-viadrina.de/,AStA,brandenburg,,,,,,
12890,AStA der Freien Universität Berlin,info@astafu.de,"Allgemeiner Studierendenausschuss (AStA) der Freien Universität Berlin
Otto-von-Simson-Str. 23 14195 Berlin - Dahlem
Öffnungszeiten: Mo - Fr von 10 - 18 Uhr
(!Sem.Ferien: Mo - Do von 11 - 16 Uhr und Fr von 13 - 18 Uhr)
E-Mail: info@astafu.de
Tel.: +49 (0)30 83 90 91-0
Fax: +49 (0)30 83 14 53 6","Otto-von-Simson-Str. 23
14195 Berlin - Dahlem
",https://www.astafu.de,AStA,berlin,"""Bildung und Forschung""","Allgemeiner Studierendenausschuss (AStA) der Freien Universität Berlin
AStA FU Berlin
",,,,
12966,AStA der Heinrich-Heine-Universität Düsseldorf,vorstand@asta.hhu.de,Tel. 0211 / 81 13 172,"Universitätsstraße 1 (Gebäude 25.23.U1), 40225 Düsseldorf",http://www.asta.uni-duesseldorf.de/,AStA,nrw,,,,,,
12947,AStA der JLU Gießen,buero@asta-giessen.de,Tel. 0641 99 14800 ,"Otto-Behaghel-Str. 25 (Haus D), 35394 Gießen",http://www.asta-giessen.de/,AStA,hessen,,,,,,
12946,AStA der Johann Wolfgang Goethe-Universität,info@asta.uni-frankfurt.de,"Tel. +49 (069) 798-23181, Fax +49 (069) 702039","Mertonstraße 26-28, 60325 Frankfurt am Main",http://asta-frankfurt.de/,AStA,hessen,,,,,,
12948,AStA der Philipps-Universität Marburg,vorstand@asta-marburg.de,"Tel. +49 (0)6421-1703-0, Fax +49 (0)6421-1703-33","Erlenring 5, 35037 Marburg",http://www.asta-marburg.de/,AStA,hessen,,,,,,
12963,AStA der Ruhr-Universität Bochum,service@asta-bochum.de,"Tel. 0234/32-22416, Fax 0234/701623","Universitätsstraße 150, 44801 Bochum",https://asta-bochum.de/,AStA,nrw,,,,,,
12961,AStA der RWTH Aachen,asta@asta.rwth-aachen.de,Tel. 0241 - 80 93 79 2,"Pontwall 3, 52062 Aachen",https://www.asta.rwth-aachen.de,AStA,nrw,,,,,,
12937,AStA der Technischen Universität Berlin,buero@asta.tu-berlin.de,"Tel. +49 30 314 25683, Fax +49 30 314 28714","Sekretariat TK 2, Straße des 17. Juni 135, 10623 Berlin",https://asta.tu-berlin.de,AStA,berlin,,,,,,
12944,AStA der Technischen Universität Hamburg-Harburg,oeffentliches@asta.tu-harburg.de,"Tel. (040) 42878-3764, Fax (040) 42878-2564","Schwarzenbergstrasse 95 E (Raum 0.069), 21073 Hamburg",http://asta.tu-harburg.de/,AStA,hamburg,,,,,,
12952,AStA der TU Braunschweig,asta@tu-braunschweig.de,"Tel. +49 (0)531 391-4555, Fax +49 (0)531 342192","Katharinenstraße 1, 38106 Braunschweig",https://www.asta.tu-braunschweig.de,AStA,niedersachsen,,,,,,
12953,AStA der TU Clausthal,asta@tu-clausthal.de,"Tel. 05323 - 72 2060, Fax 05323 - 72 3809","Silberstr. 1, 38678 Clausthal-Zellerfeld",https://www.asta.tu-clausthal.de/,AStA,niedersachsen,,,,,,
12898,AStA der Uni Bielefeld,info@asta-bielefeld.de," Telefon: +49 521 106 3423
 Telefax: +49 521 106 6499
"," Allgemeiner Studierendenausschuss (AStA)
 Universität Bielefeld
 Universitätsstraße 25
 33615 Bielefeld
 ",http://www.asta-bielefeld.de/,AStA,nrw,"""Bildung und Forschung""","Allgemeiner Studierendenausschuss
Universität Bielefeld
AStA Uni Bielefeld",,,,
5128,AStA der Uni Münster,asta.vorsitz@uni-muenster.de,"Tel.: +49 251 83 22285 oder +49 251 83 22280
Fax: +49 251 519289","Schlossplatz 1
48149 Münster",http://www.asta.ms/,AStA,nrw,"""Bildung und Forschung""",Allgemeiner Studierenden Ausschuss,,,,
12962,AStA der Universität Bielefeld,info@asta-bielefeld.de,"Tel. +49 521 106 3423, Fax +49 521 106 6499","Postfach 10 01 31, 33501 Bielefeld",http://www.asta-bielefeld.de/,AStA,nrw,,,,,,
12964,AStA der Universität Bonn,info@asta.uni-bonn.de,"Tel. (0228) 73-7030, Fax (0228) 262210","Nassestr. 11, 53113 Bonn",http://www.asta-bonn.de/,AStA,nrw,,,,,,
12942,AStA der Universität Bremen,asta@uni-bremen.de,"Tel. (0421) 218 69733, Fax (0421) 218 69734","Bibliothekstraße 3/StH (Raum A2060), 28359 Bremen",http://www.asta.uni-bremen.de/,AStA,bremen,,,,,,
12938,AStA der Universität der Künste Berlin (Finanzreferat),finanzen@asta-udk-berlin.de,"Tel. (030) 31 85 24 64, Fax (030) 31 85 26 70","Hardenbergstraße 33 (Raum 9), 10623 Berlin",http://asta-udk-berlin.de/,AStA,berlin,,,,,,
12979,AStA der Universität des Saarlandes,sekretariat@asta.uni-saarland.de,+49 681 302 2900,"Campus A5.2, 66123 Saarbrücken",https://asta.uni-saarland.de/,AStA,saarland,,,,,,
12987,AStA der Universität Flensburg,asta@uni-flensburg.de,+49 (0)461 - 805 - 2133 ,"Auf dem Campus 1, 24943 Flensburg",http://flensburg-studieren.de/de/uni/asta/aktuelles,AStA,schleswig-holstein,,,,,,
12950,AStA der Universität Greifswald,asta@uni-greifswald.de,"Tel. +49 (0)3834 86-1750/51, Fax +49 (0)3834 86-1752","Friedrich-Loeffler-Straße 28, 17489 Greifswald",http://asta-greifswald.de/,AStA,mecklenburg-vorpommern,,,,,,
12949,AStA der Universität Kassel,info@asta-kassel.de,"Tel. 0561 804-2886, Fax 0561 804-2885","Nora-Platiel-Str. 2, 34127 Kassel",http://asta-kassel.de/,AStA,hessen,,,,,,
12977,AStA der Universität Koblenz-Landau,asta@uni-koblenz.de,0261 / 287 - 1667,"Universitätsstraße 1, Gebäude N, 56070 Koblenz",http://asta.uni-koblenz.de,AStA,rheinland-pfalz,,,,,,
12957,AStA der Universität Lüneburg,buero@asta-lueneburg.de,"Tel. 04131 - 677 1510, Fax 04131 - 402952","Scharnhorststraße 1, 21335 Lüneburg",http://www.asta-lueneburg.de/,AStA,niedersachsen,,,,,,
12975,AStA der Universität Mainz,sekretariat@asta.uni-mainz.de,06131/39-24801,"Staudingerweg 21, 55128 Mainz",https://www.blogs.uni-mainz.de/asta/,AStA,rheinland-pfalz,,,,,,
12971,AStA der Universität Münster,asta@uni-muenster.de,+49 251 83 22285,"Schlossplatz 1, 48149 Münster",http://www.asta.ms/,AStA,nrw,,,,,,
12959,AStA der Universität Osnabrück,asta@uos.de,"Tel. 0541-969-4872, Fax 0541-969-4808","Alte Münze 12, 49074 Osnabrück",http://www.asta.uni-osnabrueck.de,AStA,niedersachsen,,,,,,
12908,AStA der Universität Potsdam,info@asta.uni-potsdam.de,"Tel: (+49-331) 977 – 1225
Fax: (+49-331) 977 – 1795","Am Neuen Palais 10
Haus 6, Raum 0.16
D-14469 Potsdam",https://astaup.de,Asta,brandenburg,,Allgemeiner Studierendenausschuss Potsdam,,,,
12951,AStA der Universität Rostok,asta@uni-rostock.de,Tel. +49 (0) 381 498 5601,"Parkstraße 6, 18057 Rostock",http://asta-rostock.de/,AStA,mecklenburg-vorpommern,,,,,,
12973,AStA der Universität Siegen,asta@uni-siegen.de,0271/740-4600,"Adolf-Reichwein-Straße 2, 57068 Siegen",http://www.asta.uni-siegen.de/,AStA,nrw,,,,,,
12978,AStA der Universität Trier,astakomi@uni-trier.de,0651 201 3570,"Universitätsring 12b, 54296 Trier",http://asta-trier.de/,AStA,rheinland-pfalz,,,,,,
12960,AStA der Universität Vechta,asta@asta-uni-vechta.de,Tel. 04441 / 22 04,"Driverstr. 22, 49377 Vechta",http://www.asta-uni-vechta.de/,AStA,niedersachsen,,,,,,
12988,AStA der Universität zu Lübeck,info@asta.uni-luebeck.de,+49 451 3101 1971,"Ratzeburger Allee 160 (Haus 24), 23562 Lübeck",https://www.asta.uni-luebeck.de/,AStA,schleswig-holstein,,,,,,
12967,AStA Folkwang Universität der Künste,asta@folkwang-uni.de,Tel. +49 (0) 2014903 190,,http://www.folkwang-uni.de/de/home/hochschule/organisation/gremien/asta/,AStA,nrw,,,,,,
3977,AStA HAW,infotresen@asta.haw-hamburg.de,,,http://www.asta.haw-hamburg.de/,AStA,hamburg,"""Bildung und Forschung""",,,,,
3978,AStA HfbK,asta@hfbk.de,,,http://www.hfbk.de/,AStA,hamburg,"""Bildung und Forschung""",,,,,
3976,AStA HFMT,asta@hfmt-hamburg.de,,,http://hfmt-hamburg.de/,AStA,hamburg,"""Bildung und Forschung""",,,,,
12972,AStA Paderborn,info@asta.upb.de,(05251) 60-3174,"Warburger Str. 100, 33098 Paderborn",http://asta.uni-paderborn.de/,AStA,nrw,,,,,,
12926,AStA PH Ludwigsburg,mail@asta-phlb.de,Tel. 07141/140-425,"Reuteallee 46, 71634 Ludwigsburg",http://www.asta-phlb.de/,AStA,baden-wurttemberg,,,,,,
12927,AStA PH Schwäbisch Gmünd,asta@ph-gmuend.de,"Tel. 07171/983-313, Fax 07171/983-212","Oberbettringer Straße 200, 73525 Schwäbisch Gmünd",http://www.meine-ph.de/index.php?id=16,AStA,baden-wurttemberg,,,,,,
12928,AStA PH Weingarten,asta@ph-weingarten.de,Tel. 0751 501-8231,"St. Longinus-Str. 1, 88250 Weingarten",http://www.ph-weingarten.de/vs,AStA,baden-wurttemberg,,,,,,
12956,AStA Stiftung Universität Hildesheim,kontakt@asta-hildesheim.de,"Tel. +49 5121 883 901 84, Fax +49 5121 883 901 80","Universitätsplatz 1, 31141 Hildesheim",http://asta-hildesheim.de/,AStA,niedersachsen,,,,,,
12945,AStA TU Darmstadt,service@asta.tu-darmstadt.de ,Tel. +49 (0) 6151 - 1628360,"Hochschulstraße 1, 64289 Darmstadt",https://www.asta.tu-darmstadt.de,AStA,hessen,,,,,,
12965,AStA TU Dortmund,asta@tu-dortmund.de,"Tel. +49 231 755 2584, Fax +49 231 755 5143","Emil-Figge-Str. 50, 44221 Dortmund",http://asta-dortmund.de/,AStA,nrw,,,,,,
12976,AStA TU Kaiserslautern,info@asta.uni-kl.de,0631 205-2228,"Erwin-Schrödinger-Straße, Gebäude 46 Raum 205, 67663 Kaiserslautern",http://www.asta.uni-kl.de/,AStA,rheinland-pfalz,,,,,,
3979,AStA Uni Hafencity,vorstand-asta@hcu-hamburg.de,,,http://www.hcu-hamburg.de/,AStA,hamburg,"""Bildung und Forschung""",,,,,
3980,AStA Uni Hamburg,info@asta-uhh.de,,,http://www.asta-uhh.de/,AStA,hamburg,"""Bildung und Forschung""",,,,,
12969,AStA Universität Duisburg-Essen (Standort Duisburg),info@asta-due.de,,"Lotharstraße 65, 47048 Duisburg",http://www.asta-due.de/,AStA,nrw,,,,,,
12968,AStA Universität Duisburg-Essen (Standort Essen),info@asta-due.de,"Tel. 0201 183-2349, Fax 0201 183-4714","Universitätsstraße 2, 45141 Essen",http://www.asta-due.de/,AStA,nrw,,,,,,
12954,AStA Universität Göttingen,vorsitz@asta.uni-goettingen.de,Tel. +49 (0)551 / 39-4568,"Goßlerstraße 16a, 37073 Göttingen",http://asta.uni-goettingen.de/,AStA,niedersachsen,,,,,,
12955,AStA Universität Hannover,info@asta-hannover.de,"Tel. 0511 / 762 5061 , Fax 0511 / 717441","Welfengarten 1, 30167 Hannover",http://www.asta-hannover.de/,AStA,niedersachsen,,,,,,
12930,AStA Universität Hohenheim,asta@uni-hohenheim.de,Tel. +49 (0)711 459-22060,"Kirchnerstraße 5, 70593 Stuttgart",https://asta.uni-hohenheim.de/,AStA,baden-wurttemberg,,,,,,
12932,AStA Universität Konstanz,asta@uni.kn,"Tel. +49 (0)7531 / 88 - 2517, Fax +49 (0)7531 / 88 - 3307","Fach D56, 78457 Konstanz",http://www.asta.uni-konstanz.de/,AStA,baden-wurttemberg,,,,,,
12933,AStA Universität Mannheim,asta@uni-mannheim.de,Tel. +49 621 / 181 - 3373,"L 9, 7, 68131 Mannheim",http://www.asta.uni-mannheim.de/,AStA,baden-wurttemberg,,,,,,
12970,AStA Universität zu Köln,kontakt@asta.uni-koeln.de,0221 470 2993,"Universitätsstr. 16, 50937 Köln",http://www.asta.uni-koeln.de/,AStA,nrw,,,,,,
37,Astrophysikalisches Institut,info@aip.de,"An der Sternwarte 16
14482 Potsdam, Brandenburg
Deutschland
Telefon: 
+49 331 7499-0
Fax: 
+49 331 7499-200
info@aip.de","Hauptadresse
An der Sternwarte 16
14482 Potsdam, Brandenburg
Deutschland
Telefon: 
+49 331 7499-0
Fax: 
+49 331 7499-200
info@aip.de",http://www.aip.de/,Stiftung des Privatrechts,bund,"""Bildung und Forschung""",,"Astrophysikalisches Institut, AIP, Forschung",,,
5802,ASW - Berufsakademie Saarland,info@asw-berufsakademie.de,"Tel.: +49 (0)68 94 / 3 87 98-0
Fax: +49 (0)68 94 / 3 87 98-10","Kohlenstraße 13
66386 St. Ingbert",http://www.asw-berufsakademie.de,Berufsakademie,saarland,,,,,,
6574,Audi BKK,info@audibkk.de,Tel. 0841 / 887-0 Fax: 0841 / 887-109,"Ettinger Straße 70
 85057 Ingolstadt",http://www.Audibkk.de,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
13916,Aufsicht nach dem Wohn- und Teilhabegesetz Landkreis Höxter,heimaufsicht@kreis-hoexter.de,"05271/965-3122
(Fr. Rheker)","Moltkestraße 12
37671 Höxter",,Heimaufsicht,nrw,,,,,,
4424,Aufsichts- und Dienstleistungsdirektion,organisation@add.rlp.de,"Tel.: +49 651 9494-0
Fax: +49 651 9494-170","54290 Trier, Willy-Brandt-Platz 3",,Aufsichts- und Dienstleistungsdirektion,rheinland-pfalz,,,,,,
6647,Ausbildungsgesellschaft Bremen mbH (ABiG),kirsten.schueller@afz.bremen.de,"Tel.: (0421) 361-59944
Fax: (0421) 361-59172","Doventorscontrescarpe 172
28195 Bremen",http://www.abig.bremen.de,Amt,bremen,,,,,,
2483,Ausbildungszentrum der Justiz NRW Nebenstelle Monschau,poststelle@azj.nrw.de,"Ausbildungszentrum der Justiz NRW Nebenstelle Monschau
Walter-Schreibler-Str. 4-8
52156 Monschau
Telefon: 02472 809-0
Telefax: 02472 809-31
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Ausbildungszentrum%20der%20Justiz%20NRW%20Nebenstelle%20Monschau%20%20&postzeile1=Ausbildungszentrum%20der%20Justiz%20NRW&postzeile2=Nebenstelle%20Monschau&postzeile3=&postzeile4=","Ausbildungszentrum der Justiz NRW Nebenstelle Monschau
Walter-Schreibler-Str. 4-8
52156 Monschau",http://www.azj.nrw.de,Ausbildungszentrum,nrw,Justiz,,,,,
2484,Ausbildungszentrum der Justiz NRW Postfach,poststelle@azj.nrw.de,"Ausbildungszentrum der Justiz NRW Postfach
Scheidtalstr. 3
53902 Bad Münstereifel
Telefon: 02253 318-0
Telefax: 02253 318-146
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Ausbildungszentrum%20der%20Justiz%20NRW%20Postfach%20%20&postzeile1=Ausbildungszentrum%20der%20Justiz%20NRW&postzeile2=Postfach&postzeile3=&postzeile4=","Ausbildungszentrum der Justiz NRW Postfach
53895 Bad Münstereifel",http://www.azj.nrw.de,Ausbildungszentrum,nrw,Justiz,,,,,
